chr	start	end	strand	ens_id	description	symbol
chr15	43276280	43302255	-	ENSG00000159495	transglutaminase 7 [Source:HGNC Symbol;Acc:HGNC:30790]	TGM7
chr15	43323649	43330605	-	ENSG00000168806	leucine carboxyl methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:17558]	LCMT2
chr15	43330674	43354555	+	ENSG00000168803	adenosine deaminase like [Source:HGNC Symbol;Acc:HGNC:31853]	ADAL
chr15	43358172	43371025	-	ENSG00000140265	zinc finger and SCAN domain containing 29 [Source:HGNC Symbol;Acc:HGNC:26673]	ZSCAN29
chr15	43369221	43409771	+	ENSG00000137822	tubulin gamma complex associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16691]	TUBGCP4
chr15	43403061	43510728	-	ENSG00000067369	tumor protein p53 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11999]	TP53BP1
chr15	43510958	43531620	+	ENSG00000166963	microtubule associated protein 1A [Source:HGNC Symbol;Acc:HGNC:6835]	MAP1A
chr15	43533462	43590253	-	ENSG00000168781	diphosphoinositol pentakisphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:29023]	PPIP5K1
chr15	43593054	43604901	+	ENSG00000237289	creatine kinase, mitochondrial 1B [Source:HGNC Symbol;Acc:HGNC:1995]	CKMT1B
chr15	43599398	43618800	-	ENSG00000242866	stereocilin [Source:HGNC Symbol;Acc:HGNC:16035]	STRC
chr15	43628503	43668118	-	ENSG00000166762	cation channel sperm associated 2 [Source:HGNC Symbol;Acc:HGNC:18810]	CATSPER2
chr15	43692886	43699222	+	ENSG00000223572	creatine kinase, mitochondrial 1A [Source:HGNC Symbol;Acc:HGNC:31736]	CKMT1A
chr15	43746392	43773279	+	ENSG00000167004	protein disulfide isomerase family A member 3 [Source:HGNC Symbol;Acc:HGNC:4606]	PDIA3
chr15	43772600	43777543	-	ENSG00000128886	elongation factor for RNA polymerase II 3 [Source:HGNC Symbol;Acc:HGNC:23113]	ELL3
chr15	43777087	43802589	+	ENSG00000140264	small EDRK-rich factor 2 [Source:HGNC Symbol;Acc:HGNC:10757]	SERF2
chr15	43794162	43800221	-	ENSG00000184716	serine incorporator 4 [Source:HGNC Symbol;Acc:HGNC:32237]	SERINC4
chr15	43796142	43803043	+	ENSG00000242028	huntingtin interacting protein K [Source:HGNC Symbol;Acc:HGNC:18418]	HYPK
chr15	43804492	43824802	-	ENSG00000140259	microfibrillar associated protein 1 [Source:HGNC Symbol;Acc:HGNC:7032]	MFAP1
chr15	43826963	43868419	+	ENSG00000092470	WD repeat domain 76 [Source:HGNC Symbol;Acc:HGNC:25773]	WDR76
chr15	43870761	44195252	-	ENSG00000171877	FERM domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28214]	FRMD5
chr15	44288729	44415758	+	ENSG00000166734	cancer susceptibility candidate 4 [Source:HGNC Symbol;Acc:HGNC:24892]	CASC4
chr15	44427234	44529038	+	ENSG00000137770	CTD small phosphatase like 2 [Source:HGNC Symbol;Acc:HGNC:26936]	CTDSPL2
chr15	44537057	44563029	+	ENSG00000104131	eukaryotic translation initiation factor 3 subunit J [Source:HGNC Symbol;Acc:HGNC:3270]	EIF3J
chr15	44562696	44663678	-	ENSG00000104133	spastic paraplegia 11 (autosomal recessive) [Source:HGNC Symbol;Acc:HGNC:11226]	SPG11
chr15	44665732	44711316	-	ENSG00000229474	PAT1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:33630]	PATL2
chr15	44711477	44718877	+	ENSG00000166710	beta-2-microglobulin [Source:HGNC Symbol;Acc:HGNC:914]	B2M
chr15	44728988	44767829	+	ENSG00000185880	tripartite motif containing 69 [Source:HGNC Symbol;Acc:HGNC:17857]	TRIM69
chr15	44956702	44979229	+	ENSG00000167014	telomere repeat binding bouquet formation protein 2 [Source:HGNC Symbol;Acc:HGNC:28520]	TERB2
chr15	45023104	45077185	+	ENSG00000140263	sorbitol dehydrogenase [Source:HGNC Symbol;Acc:HGNC:11184]	SORD
chr15	45092650	45114344	-	ENSG00000140279	dual oxidase 2 [Source:HGNC Symbol;Acc:HGNC:13273]	DUOX2
chr15	45114321	45118421	+	ENSG00000140274	dual oxidase maturation factor 2 [Source:HGNC Symbol;Acc:HGNC:32698]	DUOXA2
chr15	45117367	45129938	-	ENSG00000140254	dual oxidase maturation factor 1 [Source:HGNC Symbol;Acc:HGNC:26507]	DUOXA1
chr15	45129933	45165576	+	ENSG00000137857	dual oxidase 1 [Source:HGNC Symbol;Acc:HGNC:3062]	DUOX1
chr15	45167214	45201175	-	ENSG00000138606	Src homology 2 domain containing F [Source:HGNC Symbol;Acc:HGNC:25116]	SHF
chr15	45252230	45277845	+	ENSG00000137860	solute carrier family 28 member 2 [Source:HGNC Symbol;Acc:HGNC:11002]	SLC28A2
chr15	45361124	45402327	-	ENSG00000171766	glycine amidinotransferase [Source:HGNC Symbol;Acc:HGNC:4175]	GATM
chr15	45402331	45421419	+	ENSG00000171763	spermatogenesis associated 5 like 1 [Source:HGNC Symbol;Acc:HGNC:28762]	SPATA5L1
chr15	45430529	45448761	+	ENSG00000166920	chromosome 15 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:29898]	C15orf48
chr15	45479611	45522807	-	ENSG00000104154	solute carrier family 30 member 4 [Source:HGNC Symbol;Acc:HGNC:11015]	SLC30A4
chr15	45587123	45615999	+	ENSG00000104164	biogenesis of lysosomal organelles complex 1 subunit 6 [Source:HGNC Symbol;Acc:HGNC:8549]	BLOC1S6
chr15	45631148	45691294	+	ENSG00000137767	sulfide quinone reductase-like (yeast) [Source:HGNC Symbol;Acc:HGNC:20390]	SQRDL
chr15	47184101	47774223	+	ENSG00000137872	semaphorin 6D [Source:HGNC Symbol;Acc:HGNC:16770]	SEMA6D
chr15	48120972	48142672	+	ENSG00000188467	solute carrier family 24 member 5 [Source:HGNC Symbol;Acc:HGNC:20611]	SLC24A5
chr15	48134631	48178517	-	ENSG00000104177	myelin expression factor 2 [Source:HGNC Symbol;Acc:HGNC:17940]	MYEF2
chr15	48191539	48203756	+	ENSG00000233932	cortexin 2 [Source:HGNC Symbol;Acc:HGNC:31109]	CTXN2
chr15	48191664	48304078	+	ENSG00000074803	solute carrier family 12 member 1 [Source:HGNC Symbol;Acc:HGNC:10910]	SLC12A1
chr15	48331011	48343373	+	ENSG00000128951	deoxyuridine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3078]	DUT
chr15	48408306	48645849	-	ENSG00000166147	fibrillin 1 [Source:HGNC Symbol;Acc:HGNC:3603]	FBN1
chr15	48712928	48811146	-	ENSG00000103995	centrosomal protein 152 [Source:HGNC Symbol;Acc:HGNC:29298]	CEP152
chr15	48823735	48963444	-	ENSG00000185634	SHC adaptor protein 4 [Source:HGNC Symbol;Acc:HGNC:16743]	SHC4
chr15	48877886	48880183	+	ENSG00000255302	EP300 interacting inhibitor of differentiation 1 [Source:HGNC Symbol;Acc:HGNC:1191]	EID1
chr15	48988476	49046563	-	ENSG00000138593	SECIS binding protein 2 like [Source:HGNC Symbol;Acc:HGNC:28997]	SECISBP2L
chr15	49106068	49155661	-	ENSG00000166200	COP9 signalosome subunit 2 [Source:HGNC Symbol;Acc:HGNC:30747]	COPS2
chr15	49155656	49367869	+	ENSG00000156958	galactokinase 2 [Source:HGNC Symbol;Acc:HGNC:4119]	GALK2
chr15	49326962	49620931	-	ENSG00000166262	family with sequence similarity 227 member B [Source:HGNC Symbol;Acc:HGNC:26543]	FAM227B
chr15	49423096	49488775	+	ENSG00000140285	fibroblast growth factor 7 [Source:HGNC Symbol;Acc:HGNC:3685]	FGF7
chr15	49620980	49656232	+	ENSG00000104047	DTW domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30926]	DTWD1
chr15	49858238	50182817	-	ENSG00000104043	ATPase phospholipid transporting 8B4 (putative) [Source:HGNC Symbol;Acc:HGNC:13536]	ATP8B4
chr15	50182196	50236395	+	ENSG00000140284	solute carrier family 27 member 2 [Source:HGNC Symbol;Acc:HGNC:10996]	SLC27A2
chr15	50241947	50266026	-	ENSG00000140287	histidine decarboxylase [Source:HGNC Symbol;Acc:HGNC:4855]	HDC
chr15	50275392	50355408	-	ENSG00000104064	GA binding protein transcription factor beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:4074]	GABPB1
chr15	50424380	50514419	+	ENSG00000138592	ubiquitin specific peptidase 8 [Source:HGNC Symbol;Acc:HGNC:12631]	USP8
chr15	50500562	50546708	-	ENSG00000170236	ubiquitin specific peptidase 50 [Source:HGNC Symbol;Acc:HGNC:20079]	USP50
chr15	50552473	50686815	-	ENSG00000092439	transient receptor potential cation channel subfamily M member 7 [Source:HGNC Symbol;Acc:HGNC:17994]	TRPM7
chr15	50702266	50765808	-	ENSG00000138600	signal peptide peptidase like 2A [Source:HGNC Symbol;Acc:HGNC:30227]	SPPL2A
chr15	50908672	51005900	+	ENSG00000081014	adaptor related protein complex 4 epsilon 1 subunit [Source:HGNC Symbol;Acc:HGNC:573]	AP4E1
chr15	51056598	51105276	-	ENSG00000183578	TNF alpha induced protein 8 like 3 [Source:HGNC Symbol;Acc:HGNC:20620]	TNFAIP8L3
chr15	51208057	51338610	-	ENSG00000137869	cytochrome P450 family 19 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2594]	CYP19A1
chr15	51341629	51408013	+	ENSG00000186417	gliomedin [Source:HGNC Symbol;Acc:HGNC:29514]	GLDN
chr15	51447711	51622833	-	ENSG00000104093	Dmx like 2 [Source:HGNC Symbol;Acc:HGNC:2938]	DMXL2
chr15	51681353	51721031	+	ENSG00000104112	secretogranin III [Source:HGNC Symbol;Acc:HGNC:13707]	SCG3
chr15	51723011	51751585	-	ENSG00000140280	LysM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28571]	LYSMD2
chr15	51751561	51816368	+	ENSG00000128872	tropomodulin 2 [Source:HGNC Symbol;Acc:HGNC:11872]	TMOD2
chr15	51829628	51947295	+	ENSG00000138594	tropomodulin 3 [Source:HGNC Symbol;Acc:HGNC:11873]	TMOD3
chr15	51938025	51971806	-	ENSG00000166477	LEO1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:30401]	LEO1
chr15	51952106	52067372	+	ENSG00000069956	mitogen-activated protein kinase 6 [Source:HGNC Symbol;Acc:HGNC:6879]	MAPK6
chr15	52109263	52112775	-	ENSG00000137875	BCL2 like 10 [Source:HGNC Symbol;Acc:HGNC:993]	BCL2L10
chr15	52115105	52191369	-	ENSG00000069966	G protein subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:4401]	GNB5
chr15	52192322	52295798	-	ENSG00000128833	myosin VC [Source:HGNC Symbol;Acc:HGNC:7604]	MYO5C
chr15	52307283	52529050	-	ENSG00000197535	myosin VA [Source:HGNC Symbol;Acc:HGNC:7602]	MYO5A
chr15	52547045	52569883	-	ENSG00000128989	cAMP regulated phosphoprotein 19 [Source:HGNC Symbol;Acc:HGNC:16967]	ARPP19
chr15	52581317	52709817	-	ENSG00000047346	family with sequence similarity 214 member A [Source:HGNC Symbol;Acc:HGNC:25609]	FAM214A
chr15	52756989	52791078	-	ENSG00000169856	one cut homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8138]	ONECUT1
chr15	53513741	53762878	-	ENSG00000166415	WD repeat domain 72 [Source:HGNC Symbol;Acc:HGNC:26790]	WDR72
chr15	54012904	54633414	+	ENSG00000137766	unc-13 homolog C [Source:HGNC Symbol;Acc:HGNC:23149]	UNC13C
chr15	55180806	55197067	-	ENSG00000137876	ribosomal L24 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18479]	RSL24D1
chr15	55202966	55319113	-	ENSG00000069974	RAB27A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9766]	RAB27A
chr15	55317184	55319161	-	ENSG00000225973	PIGB opposite strand 1 [Source:HGNC Symbol;Acc:HGNC:50696]	PIGBOS1
chr15	55318960	55355648	+	ENSG00000069943	phosphatidylinositol glycan anchor biosynthesis class B [Source:HGNC Symbol;Acc:HGNC:8959]	PIGB
chr15	55340032	55408510	-	ENSG00000260916	cell cycle progression 1 [Source:HGNC Symbol;Acc:HGNC:24227]	CCPG1
chr15	55408548	55418764	+	ENSG00000261652	chromosome 15 open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:44654]	C15orf65
chr15	55410525	55508234	-	ENSG00000256061	dyslexia susceptibility 1 candidate 1 [Source:HGNC Symbol;Acc:HGNC:21493]	DYX1C1
chr15	55538890	55588947	-	ENSG00000171016	pygopus family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30256]	PYGO1
chr15	55611546	55743090	-	ENSG00000166450	protogenin [Source:HGNC Symbol;Acc:HGNC:26373]	PRTG
chr15	55826922	55993746	-	ENSG00000069869	neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7727]	NEDD4
chr15	56087280	56243266	-	ENSG00000181827	regulatory factor X7 [Source:HGNC Symbol;Acc:HGNC:25777]	RFX7
chr15	56244009	56445997	+	ENSG00000151575	testis expressed 9 [Source:HGNC Symbol;Acc:HGNC:29585]	TEX9
chr15	56421544	56465137	-	ENSG00000138587	meiosis specific nuclear structural 1 [Source:HGNC Symbol;Acc:HGNC:29636]	MNS1
chr15	56630181	56918571	-	ENSG00000137871	zinc finger protein 280D [Source:HGNC Symbol;Acc:HGNC:25953]	ZNF280D
chr15	56918623	57299281	+	ENSG00000140262	transcription factor 12 [Source:HGNC Symbol;Acc:HGNC:11623]	TCF12
chr15	57375967	57550727	+	ENSG00000128849	cingulin like 1 [Source:HGNC Symbol;Acc:HGNC:25931]	CGNL1
chr15	57591908	57714745	+	ENSG00000137878	GRINL1A complex locus 1 [Source:HGNC Symbol;Acc:HGNC:26424]	GCOM1
chr15	57591941	57685364	+	ENSG00000263155	myocardial zonula adherens protein [Source:HGNC Symbol;Acc:HGNC:43444]	MYZAP
chr15	57706629	57782762	+	ENSG00000255529	RNA polymerase II subunit M [Source:HGNC Symbol;Acc:HGNC:14862]	POLR2M
chr15	57953424	58497866	-	ENSG00000128918	aldehyde dehydrogenase 1 family member A2 [Source:HGNC Symbol;Acc:HGNC:15472]	ALDH1A2
chr15	58138169	58185911	+	ENSG00000103569	aquaporin 9 [Source:HGNC Symbol;Acc:HGNC:643]	AQP9
chr15	58410569	58569843	+	ENSG00000166035	lipase C, hepatic type [Source:HGNC Symbol;Acc:HGNC:6619]	LIPC
chr15	58588807	58749978	-	ENSG00000137845	ADAM metallopeptidase domain 10 [Source:HGNC Symbol;Acc:HGNC:188]	ADAM10
chr15	58771192	58861900	+	ENSG00000128923	family with sequence similarity 63 member B [Source:HGNC Symbol;Acc:HGNC:26954]	FAM63B
chr15	58865175	59097419	+	ENSG00000157450	ring finger protein 111 [Source:HGNC Symbol;Acc:HGNC:17384]	RNF111
chr15	58879045	58933653	-	ENSG00000137776	SAFB like transcription modulator [Source:HGNC Symbol;Acc:HGNC:20709]	SLTM
chr15	59105078	59125045	+	ENSG00000157456	cyclin B2 [Source:HGNC Symbol;Acc:HGNC:1580]	CCNB2
chr15	59132434	59372900	-	ENSG00000157483	myosin IE [Source:HGNC Symbol;Acc:HGNC:7599]	MYO1E
chr15	59206823	59208515	+	ENSG00000171989	lactate dehydrogenase A like 6B [Source:HGNC Symbol;Acc:HGNC:21481]	LDHAL6B
chr15	59372693	59523549	+	ENSG00000157470	family with sequence similarity 81 member A [Source:HGNC Symbol;Acc:HGNC:28379]	FAM81A
chr15	59594875	59640239	+	ENSG00000140297	glucosaminyl (N-acetyl) transferase 3, mucin type [Source:HGNC Symbol;Acc:HGNC:4205]	GCNT3
chr15	59638062	59657541	-	ENSG00000140307	general transcription factor IIA subunit 2 [Source:HGNC Symbol;Acc:HGNC:4647]	GTF2A2
chr15	59659146	59689534	-	ENSG00000140299	BCL2 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:1083]	BNIP2
chr15	60004222	60061730	+	ENSG00000171956	forkhead box B1 [Source:HGNC Symbol;Acc:HGNC:3799]	FOXB1
chr15	60347134	60402883	-	ENSG00000182718	annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]	ANXA2
chr15	60419609	60479160	-	ENSG00000128915	interactor of little elongation complex ELL subunit 2 [Source:HGNC Symbol;Acc:HGNC:29885]	ICE2
chr15	60488284	61229319	-	ENSG00000069667	RAR related orphan receptor A [Source:HGNC Symbol;Acc:HGNC:10258]	RORA
chr15	61852389	62060473	-	ENSG00000129003	vacuolar protein sorting 13 homolog C [Source:HGNC Symbol;Acc:HGNC:23594]	VPS13C
chr15	62066977	62070917	+	ENSG00000198535	C2 calcium dependent domain containing 4A [Source:HGNC Symbol;Acc:HGNC:33627]	C2CD4A
chr15	62163535	62165283	-	ENSG00000205502	C2 calcium dependent domain containing 4B [Source:HGNC Symbol;Acc:HGNC:33628]	C2CD4B
chr15	62390526	62844631	+	ENSG00000171914	talin 2 [Source:HGNC Symbol;Acc:HGNC:15447]	TLN2
chr15	63042632	63071915	+	ENSG00000140416	tropomyosin 1 (alpha) [Source:HGNC Symbol;Acc:HGNC:12010]	TPM1
chr15	63121800	63142061	+	ENSG00000103642	lactamase beta [Source:HGNC Symbol;Acc:HGNC:16468]	LACTB
chr15	63125872	63158021	-	ENSG00000185088	ribosomal protein S27 like [Source:HGNC Symbol;Acc:HGNC:18476]	RPS27L
chr15	63189469	63267782	+	ENSG00000166128	RAB8B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30273]	RAB8B
chr15	63276018	63309126	+	ENSG00000138613	aph-1 homolog B, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:24080]	APH1B
chr15	63321378	63382161	-	ENSG00000074410	carbonic anhydrase 12 [Source:HGNC Symbol;Acc:HGNC:1371]	CA12
chr15	63504511	63594640	+	ENSG00000140455	ubiquitin specific peptidase 3 [Source:HGNC Symbol;Acc:HGNC:12626]	USP3
chr15	63597353	63602428	+	ENSG00000197361	F-box and leucine rich repeat protein 22 [Source:HGNC Symbol;Acc:HGNC:27537]	FBXL22
chr15	63608618	63833942	-	ENSG00000103657	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1 [Source:HGNC Symbol;Acc:HGNC:4867]	HERC1
chr15	63907036	64072033	-	ENSG00000035664	death associated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:2675]	DAPK2
chr15	64072559	64094018	-	ENSG00000166797	family with sequence similarity 96 member A [Source:HGNC Symbol;Acc:HGNC:26235]	FAM96A
chr15	64094123	64146090	+	ENSG00000028528	sorting nexin 1 [Source:HGNC Symbol;Acc:HGNC:11172]	SNX1
chr15	64151715	64157481	+	ENSG00000157734	sorting nexin 22 [Source:HGNC Symbol;Acc:HGNC:16315]	SNX22
chr15	64155812	64163205	-	ENSG00000166794	peptidylprolyl isomerase B [Source:HGNC Symbol;Acc:HGNC:9255]	PPIB
chr15	64165517	64356259	-	ENSG00000169118	casein kinase 1 gamma 1 [Source:HGNC Symbol;Acc:HGNC:2454]	CSNK1G1
chr15	64364311	64387687	-	ENSG00000166803	KIAA0101 [Source:HGNC Symbol;Acc:HGNC:28961]	KIAA0101
chr15	64387748	64455303	+	ENSG00000103671	thyroid hormone receptor interactor 4 [Source:HGNC Symbol;Acc:HGNC:12310]	TRIP4
chr15	64460742	64686068	+	ENSG00000180357	zinc finger protein 609 [Source:HGNC Symbol;Acc:HGNC:29003]	ZNF609
chr15	64687573	64703281	-	ENSG00000180304	ornithine decarboxylase antizyme 2 [Source:HGNC Symbol;Acc:HGNC:8096]	OAZ2
chr15	64739892	64775587	-	ENSG00000166831	RNA binding protein with multiple splicing 2 [Source:HGNC Symbol;Acc:HGNC:19098]	RBPMS2
chr15	64815632	64825668	-	ENSG00000140451	PIF1 5'-to-3' DNA helicase [Source:HGNC Symbol;Acc:HGNC:26220]	PIF1
chr15	64841883	64868007	+	ENSG00000241839	pleckstrin homology domain containing O2 [Source:HGNC Symbol;Acc:HGNC:30026]	PLEKHO2
chr15	64911902	64958700	+	ENSG00000166839	ankyrin repeat and death domain containing 1A [Source:HGNC Symbol;Acc:HGNC:28002]	ANKDD1A
chr15	64963021	64990310	-	ENSG00000090487	spastic paraplegia 21 (autosomal recessive, Mast syndrome) [Source:HGNC Symbol;Acc:HGNC:20373]	SPG21
chr15	65001512	65029639	-	ENSG00000103707	mitochondrial methionyl-tRNA formyltransferase [Source:HGNC Symbol;Acc:HGNC:29666]	MTFMT
chr15	65045370	65053396	+	ENSG00000186198	solute carrier family 51 beta subunit [Source:HGNC Symbol;Acc:HGNC:29956]	SLC51B
chr15	65053337	65076690	-	ENSG00000103710	RAS like family 12 [Source:HGNC Symbol;Acc:HGNC:30289]	RASL12
chr15	65076816	65078192	+	ENSG00000234438	kelch repeat and BTB domain containing 13 [Source:HGNC Symbol;Acc:HGNC:37227]	KBTBD13
chr15	65092770	65115197	-	ENSG00000246922	ubiquitin associated protein 1 like [Source:HGNC Symbol;Acc:HGNC:40028]	UBAP1L
chr15	65117379	65133836	-	ENSG00000090470	programmed cell death 7 [Source:HGNC Symbol;Acc:HGNC:8767]	PDCD7
chr15	65148219	65185342	-	ENSG00000166855	caseinolytic mitochondrial matrix peptidase chaperone subunit [Source:HGNC Symbol;Acc:HGNC:2088]	CLPX
chr15	65194758	65211488	-	ENSG00000138615	cartilage intermediate layer protein [Source:HGNC Symbol;Acc:HGNC:1980]	CILP
chr15	65234460	65300618	-	ENSG00000138617	poly(ADP-ribose) polymerase family member 16 [Source:HGNC Symbol;Acc:HGNC:26040]	PARP16
chr15	65327127	65378040	-	ENSG00000174498	immunoglobulin superfamily DCC subclass member 3 [Source:HGNC Symbol;Acc:HGNC:9700]	IGDCC3
chr15	65381464	65423072	-	ENSG00000103742	immunoglobulin superfamily DCC subclass member 4 [Source:HGNC Symbol;Acc:HGNC:13770]	IGDCC4
chr15	65442463	65517704	-	ENSG00000074603	dipeptidyl peptidase 8 [Source:HGNC Symbol;Acc:HGNC:16490]	DPP8
chr15	65530418	65578352	+	ENSG00000074696	3-hydroxyacyl-CoA dehydratase 3 [Source:HGNC Symbol;Acc:HGNC:24175]	HACD3
chr15	65578753	65611289	-	ENSG00000138614	von Willebrand factor A domain containing 9 [Source:HGNC Symbol;Acc:HGNC:25372]	VWA9
chr15	65611366	65660995	+	ENSG00000074621	solute carrier family 24 member 1 [Source:HGNC Symbol;Acc:HGNC:10975]	SLC24A1
chr15	65658046	65792293	-	ENSG00000174485	DENN domain containing 4A [Source:HGNC Symbol;Acc:HGNC:24321]	DENND4A
chr15	65726054	65891991	+	ENSG00000103769	RAB11A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9760]	RAB11A
chr15	65895079	66253747	-	ENSG00000157890	multiple EGF like domains 11 [Source:HGNC Symbol;Acc:HGNC:29635]	MEGF11
chr15	66293217	66333898	+	ENSG00000166938	DIS3 like exosome 3'-5' exoribonuclease [Source:HGNC Symbol;Acc:HGNC:28698]	DIS3L
chr15	66336206	66386746	-	ENSG00000075131	TIMELESS interacting protein [Source:HGNC Symbol;Acc:HGNC:30750]	TIPIN
chr15	66386817	66492312	+	ENSG00000169032	mitogen-activated protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6840]	MAP2K1
chr15	66490135	66497813	-	ENSG00000174446	small nuclear RNA activating complex polypeptide 5 [Source:HGNC Symbol;Acc:HGNC:15484]	SNAPC5
chr15	66498015	66524532	-	ENSG00000174444	ribosomal protein L4 [Source:HGNC Symbol;Acc:HGNC:10353]	RPL4
chr15	66504959	66550128	+	ENSG00000174442	zwilch kinetochore protein [Source:HGNC Symbol;Acc:HGNC:25468]	ZWILCH
chr15	66547179	66565979	-	ENSG00000188501	lactase like [Source:HGNC Symbol;Acc:HGNC:15583]	LCTL
chr15	66702228	66782848	+	ENSG00000137834	SMAD family member 6 [Source:HGNC Symbol;Acc:HGNC:6772]	SMAD6
chr15	67063763	67195195	+	ENSG00000166949	SMAD family member 3 [Source:HGNC Symbol;Acc:HGNC:6769]	SMAD3
chr15	67201033	67255195	-	ENSG00000103591	alpha- and gamma-adaptin binding protein [Source:HGNC Symbol;Acc:HGNC:25662]	AAGAB
chr15	67254800	67502260	+	ENSG00000103599	IQ motif containing H [Source:HGNC Symbol;Acc:HGNC:25721]	IQCH
chr15	67521068	67530143	+	ENSG00000189227	chromosome 15 open reading frame 61 [Source:HGNC Symbol;Acc:HGNC:34453]	C15orf61
chr15	67542709	67807123	+	ENSG00000137764	mitogen-activated protein kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6845]	MAP2K5
chr15	67819704	67834561	+	ENSG00000188779	SKI family transcriptional corepressor 1 [Source:HGNC Symbol;Acc:HGNC:21326]	SKOR1
chr15	68054179	68198603	+	ENSG00000033800	protein inhibitor of activated STAT 1 [Source:HGNC Symbol;Acc:HGNC:2752]	PIAS1
chr15	68190705	68206110	-	ENSG00000129007	calmodulin like 4 [Source:HGNC Symbol;Acc:HGNC:18445]	CALML4
chr15	68206992	68257211	-	ENSG00000128973	ceroid-lipofuscinosis, neuronal 6, late infantile, variant [Source:HGNC Symbol;Acc:HGNC:2077]	CLN6
chr15	68277803	68295865	+	ENSG00000169018	fem-1 homolog B [Source:HGNC Symbol;Acc:HGNC:3649]	FEM1B
chr15	68296533	68432162	-	ENSG00000137809	integrin subunit alpha 11 [Source:HGNC Symbol;Acc:HGNC:6136]	ITGA11
chr15	68578969	68727806	+	ENSG00000103647	coronin 2B [Source:HGNC Symbol;Acc:HGNC:2256]	CORO2B
chr15	68778535	68820897	-	ENSG00000140350	acidic nuclear phosphoprotein 32 family member A [Source:HGNC Symbol;Acc:HGNC:13233]	ANP32A
chr15	68818221	68946811	+	ENSG00000258484	sperm equatorial segment protein 1 [Source:HGNC Symbol;Acc:HGNC:15570]	SPESP1
chr15	68930525	69062743	+	ENSG00000255346	NADPH oxidase 5 [Source:HGNC Symbol;Acc:HGNC:14874]	NOX5
chr15	69160584	69272217	+	ENSG00000138604	glucuronic acid epimerase [Source:HGNC Symbol;Acc:HGNC:17855]	GLCE
chr15	69298947	69407780	+	ENSG00000137819	progestin and adipoQ receptor family member 5 [Source:HGNC Symbol;Acc:HGNC:29645]	PAQR5
chr15	69414246	69448427	+	ENSG00000137807	kinesin family member 23 [Source:HGNC Symbol;Acc:HGNC:6392]	KIF23
chr15	69452784	69456194	+	ENSG00000137818	ribosomal protein lateral stalk subunit P1 [Source:HGNC Symbol;Acc:HGNC:10372]	RPLP1
chr15	70047790	70098176	-	ENSG00000140332	transducin like enhancer of split 3 [Source:HGNC Symbol;Acc:HGNC:11839]	TLE3
chr15	70654554	70763593	-	ENSG00000137831	uveal autoantigen with coiled-coil domains and ankyrin repeats [Source:HGNC Symbol;Acc:HGNC:15947]	UACA
chr15	70829130	70854159	-	ENSG00000166173	La ribonucleoprotein domain family member 6 [Source:HGNC Symbol;Acc:HGNC:24012]	LARP6
chr15	70853239	71053657	+	ENSG00000137821	leucine rich repeat containing 49 [Source:HGNC Symbol;Acc:HGNC:25965]	LRRC49
chr15	70881342	70892785	-	ENSG00000129028	THAP domain containing 10 [Source:HGNC Symbol;Acc:HGNC:23193]	THAP10
chr15	71096952	71783383	+	ENSG00000187720	thrombospondin type 1 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25835]	THSD4
chr15	71110244	71115494	-	ENSG00000225362	cancer/testis antigen 62 [Source:HGNC Symbol;Acc:HGNC:27286]	CT62
chr15	71792638	71818259	+	ENSG00000278570	nuclear receptor subfamily 2 group E member 3 [Source:HGNC Symbol;Acc:HGNC:7974]	NR2E3
chr15	71822289	72118577	-	ENSG00000066933	myosin IXA [Source:HGNC Symbol;Acc:HGNC:7608]	MYO9A
