chr	start	end	strand	ens_id	description	symbol
chr11	777578	784297	+	ENSG00000255284		
chr11	781645	782105	+	ENSG00000255142		
chr11	1049880	1055749	+	ENSG00000254872		
chr11	1662584	1663343	-	ENSG00000231487		
chr11	1665597	1667856	+	ENSG00000205866	family with sequence similarity 99 member A (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:32368]	FAM99A
chr11	1688297	1689056	+	ENSG00000227306		
chr11	1776930	1778388	-	ENSG00000230834		
chr11	1902647	1907915	+	ENSG00000229671	long intergenic non-protein coding RNA 1150 [Source:HGNC Symbol;Acc:HGNC:49469]	LINC01150
chr11	1991096	1993469	+	ENSG00000232987	long intergenic non-protein coding RNA 1219 [Source:HGNC Symbol;Acc:HGNC:49653]	LINC01219
chr11	3469319	3531328	+	ENSG00000254757		
chr11	4187140	4202655	+	ENSG00000254480		
chr11	5106062	5107530	-	ENSG00000236897		
chr11	5938751	5944984	+	ENSG00000255257		
chr11	6201901	6203253	-	ENSG00000267940		
chr11	6323554	6324023	+	ENSG00000282556		
chr11	6362799	6365267	+	ENSG00000254443		
chr11	6821942	6926877	-	ENSG00000283415		
chr11	7222933	7230863	+	ENSG00000255179		
chr11	7704628	7882947	-	ENSG00000271758		
chr11	8169167	8178903	+	ENSG00000246820		
chr11	9754770	9759533	-	ENSG00000245522		
chr11	10884885	10899322	-	ENSG00000250041		
chr11	11117854	11183611	+	ENSG00000254401		
chr11	11243188	11243715	-	ENSG00000255260		
chr11	12030875	12061785	+	ENSG00000254486		
chr11	12066929	12073014	+	ENSG00000254991		
chr11	12086891	12089441	+	ENSG00000255400		
chr11	12538083	12540967	-	ENSG00000254847		
chr11	12961842	12989548	-	ENSG00000251381	long intergenic non-protein coding RNA 958 [Source:HGNC Symbol;Acc:HGNC:48671]	LINC00958
chr11	13001090	13009159	-	ENSG00000254670		
chr11	13054615	13134839	-	ENSG00000255558		
chr11	13785390	13848002	+	ENSG00000255411		
chr11	13826843	13879499	-	ENSG00000254927		
chr11	13844862	13870616	-	ENSG00000254930		
chr11	13921450	13924863	-	ENSG00000254438		
chr11	15552855	15591098	+	ENSG00000254946		
chr11	15571819	15622403	-	ENSG00000254789		
chr11	15643885	15705368	+	ENSG00000254695		
chr11	15701963	15758898	-	ENSG00000254645		
chr11	15910957	15927443	+	ENSG00000254661		
chr11	17695022	17697471	+	ENSG00000254586		
chr11	18140186	18189495	-	ENSG00000255470		
chr11	19299883	19308358	+	ENSG00000255160		
chr11	19710934	19712619	-	ENSG00000270607		
chr11	22113448	22117001	+	ENSG00000254820		
chr11	22445688	22492019	-	ENSG00000255323	long intergenic non-protein coding RNA 1495 [Source:HGNC Symbol;Acc:HGNC:51161]	LINC01495
chr11	22492112	22502846	+	ENSG00000255357		
chr11	23164900	23203161	+	ENSG00000255418		
chr11	23730588	23796970	+	ENSG00000255193		
chr11	23761330	23804598	-	ENSG00000254861		
chr11	24235477	24262218	-	ENSG00000254594		
chr11	25734770	25781758	+	ENSG00000254456		
chr11	25924188	25926808	+	ENSG00000254754		
chr11	26189123	26208347	+	ENSG00000255243		
chr11	26285711	26288007	-	ENSG00000254819		
chr11	27617626	27634627	-	ENSG00000254934	long intergenic non-protein coding RNA 678 [Source:HGNC Symbol;Acc:HGNC:44413]	LINC00678
chr11	27978669	28019575	-	ENSG00000255094		
chr11	28516832	28519341	+	ENSG00000254606		
chr11	28679183	28683469	+	ENSG00000248990		
chr11	28702615	29063821	+	ENSG00000249867		
chr11	29159956	29266734	+	ENSG00000254526		
chr11	29335878	29594295	-	ENSG00000254530		
chr11	29445487	29457393	+	ENSG00000255227		
chr11	29519076	29552639	+	ENSG00000255029		
chr11	29594918	29630664	+	ENSG00000255117		
chr11	29713909	29881714	+	ENSG00000254734		
chr11	29980113	29982392	-	ENSG00000261340	long intergenic non-protein coding RNA 1616 [Source:HGNC Symbol;Acc:HGNC:51900]	LINC01616
chr11	30044058	30084343	-	ENSG00000254532		
chr11	31826347	31829311	+	ENSG00000281880	PAX6 upstream antisense RNA [Source:HGNC Symbol;Acc:HGNC:49670]	PAUPAR
chr11	32132699	32143579	+	ENSG00000255375		
chr11	33076149	33079454	+	ENSG00000280798	long intergenic non-protein coding RNA 294 [Source:HGNC Symbol;Acc:HGNC:27456]	LINC00294
chr11	33804768	33805641	+	ENSG00000255169		
chr11	33810145	33811178	+	ENSG00000254619		
chr11	33814877	33822095	-	ENSG00000255133		
chr11	34533014	34557924	-	ENSG00000255271		
chr11	34570876	34573982	+	ENSG00000255427		
chr11	35579430	35585310	-	ENSG00000254669		
chr11	35656694	35661339	+	ENSG00000254686		
chr11	36321158	36323440	-	ENSG00000254566		
chr11	37938601	37954663	+	ENSG00000254516		
chr11	38498995	38500186	+	ENSG00000255477		
chr11	38618264	38646356	-	ENSG00000255175		
chr11	38646476	38674241	+	ENSG00000254562	long intergenic non-protein coding RNA 1493 [Source:HGNC Symbol;Acc:HGNC:51150]	LINC01493
chr11	41394595	41426504	+	ENSG00000255132		
chr11	41518895	41714448	-	ENSG00000255388		
chr11	41714568	41836442	+	ENSG00000255171	long intergenic non-protein coding RNA 1499 [Source:HGNC Symbol;Acc:HGNC:51165]	LINC01499
chr11	41855920	41875997	+	ENSG00000255279		
chr11	41876634	41877078	+	ENSG00000254822		
chr11	41993385	42163851	-	ENSG00000255300		
chr11	42183292	42253712	-	ENSG00000255109		
chr11	43556436	43673393	+	ENSG00000283217		
chr11	43569306	43570395	+	ENSG00000235661	MIR670 host gene [Source:HGNC Symbol;Acc:HGNC:49204]	MIR670HG
chr11	43943787	43947206	-	ENSG00000244953		
chr11	44468464	44470429	+	ENSG00000255451		
chr11	44694863	44696301	-	ENSG00000255079		
chr11	44719392	44736692	-	ENSG00000255032		
chr11	44973902	44978028	+	ENSG00000254654		
chr11	45355371	45366121	+	ENSG00000254427		
chr11	45371397	45388508	+	ENSG00000255267		
chr11	45387215	45513802	-	ENSG00000255041		
chr11	45399448	45400528	+	ENSG00000254651		
chr11	45582525	45583474	+	ENSG00000254514		
chr11	45733994	45735766	-	ENSG00000255426		
chr11	45750823	45751871	-	ENSG00000255226		
chr11	45771432	45772358	+	ENSG00000205106	uncharacterized DKFZp779M0652 [Source:EntrezGene;Acc:374387]	
chr11	45813219	45825258	+	ENSG00000255447		
chr11	46116578	46117318	+	ENSG00000254653		
chr11	46123573	46177106	+	ENSG00000255314		
chr11	46213824	46220438	-	ENSG00000255269		
chr11	46238382	46239267	+	ENSG00000254639		
chr11	50298579	50304656	+	ENSG00000254518		
chr11	55684141	55686160	-	ENSG00000254804		
chr11	56848478	56878078	+	ENSG00000255433		
chr11	58044110	58060138	-	ENSG00000255146		
chr11	58497888	58505758	-	ENSG00000255299		
chr11	59130133	59143015	-	ENSG00000245571		
chr11	59268876	59284033	-	ENSG00000214797		
chr11	59561146	59566074	-	ENSG00000255008		
chr11	60024908	60031077	+	ENSG00000255393		
chr11	60159687	60160822	-	ENSG00000254952		
chr11	60615736	60687149	+	ENSG00000181995	long intergenic non-protein coding RNA 301 [Source:HGNC Symbol;Acc:HGNC:28603]	LINC00301
chr11	61055737	61067535	+	ENSG00000256733		
chr11	61496440	61500076	+	ENSG00000255931		
chr11	61539516	61542259	-	ENSG00000256443		
chr11	61588494	61607550	+	ENSG00000250230		
chr11	61654665	61655702	-	ENSG00000255947		
chr11	61746493	61757655	-	ENSG00000124915	uncharacterized LOC26070 [Source:EntrezGene;Acc:26070]	
chr11	62077277	62082184	-	ENSG00000255553		
chr11	64246939	64249494	-	ENSG00000257086		
chr11	64394342	64395831	-	ENSG00000231680		
chr11	64420391	64432670	+	ENSG00000231492		
chr11	64449074	64451657	+	ENSG00000181908		
chr11	64500853	64505386	+	ENSG00000232500		
chr11	64778954	64779405	+	ENSG00000269038		
chr11	64889560	64893449	-	ENSG00000229719	MIR194-2 host gene [Source:HGNC Symbol;Acc:HGNC:51946]	MIR194-2HG
chr11	65422774	65445540	+	ENSG00000245532	nuclear paraspeckle assembly transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:30815]	NEAT1
chr11	65487241	65488136	-	ENSG00000279243		
chr11	65497762	65506516	+	ENSG00000251562	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:29665]	MALAT1
chr11	65498010	65498405	-	ENSG00000270117		
chr11	65745729	65771585	+	ENSG00000255557		
chr11	66269832	66278525	-	ENSG00000245156		
chr11	66558866	66560384	-	ENSG00000250105		
chr11	67353629	67354348	+	ENSG00000274251		
chr11	67374416	67374932	+	ENSG00000275484		
chr11	67602880	67606706	-	ENSG00000184224	chromosome 11 open reading frame 72 [Source:HGNC Symbol;Acc:HGNC:26915]	C11orf72
chr11	67886477	67906350	+	ENSG00000251637		
chr11	67934563	67955802	-	ENSG00000254610		
chr11	68612899	68616711	-	ENSG00000260808		
chr11	68870664	68874542	+	ENSG00000250508		
chr11	69103493	69109094	+	ENSG00000260895		
chr11	69147228	69171564	-	ENSG00000261070		
chr11	69371463	69372512	+	ENSG00000260877		
chr11	69414307	69416832	+	ENSG00000259854		
chr11	69425690	69429621	+	ENSG00000255980		
chr11	69438365	69444743	-	ENSG00000255606		
chr11	69467598	69469705	+	ENSG00000261347		
chr11	69477133	69479940	-	ENSG00000255774		
chr11	69909184	69910994	-	ENSG00000260348		
chr11	69921638	69926813	-	ENSG00000260679		
chr11	69985876	70015815	+	ENSG00000255191		
chr11	70014858	70021059	-	ENSG00000254605		
chr11	70056230	70065371	-	ENSG00000248844		
chr11	71701268	71705404	-	ENSG00000254972		
chr11	72570660	72573229	+	ENSG00000227467	long intergenic non-protein coding RNA 1537 [Source:HGNC Symbol;Acc:HGNC:51301]	LINC01537
chr11	73176694	73181696	+	ENSG00000256568		
chr11	74311362	74324705	+	ENSG00000246211		
chr11	74493366	74498533	+	ENSG00000254837		
chr11	75208054	75241173	-	ENSG00000255136		
chr11	76210956	76216025	-	ENSG00000255362		
chr11	76389648	76390128	+	ENSG00000272301		
chr11	76392196	76392905	+	ENSG00000271757		
chr11	76441338	76444656	-	ENSG00000255135		
chr11	76607853	76630427	-	ENSG00000255363		
chr11	76625462	76626834	-	ENSG00000255479		
chr11	76654169	76656712	-	ENSG00000254810		
chr11	76675079	76703195	+	ENSG00000254975		
chr11	78423982	78429836	-	ENSG00000251323		
chr11	79092848	79098003	+	ENSG00000255345		
chr11	79191558	79193160	+	ENSG00000254885		
chr11	79604967	79612300	-	ENSG00000255209		
chr11	80321620	80327911	-	ENSG00000254434		
chr11	80751200	80762826	-	ENSG00000255178		
chr11	81879851	82718082	-	ENSG00000245832	MIR4300 host gene [Source:HGNC Symbol;Acc:HGNC:52003]	MIR4300HG
chr11	81970994	81987813	+	ENSG00000254511		
chr11	82603743	82643419	-	ENSG00000255246		
chr11	82791662	82817146	+	ENSG00000255382		
chr11	83072066	83106719	+	ENSG00000246067	RAB30 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:48672]	RAB30-AS1
chr11	83072402	83097196	-	ENSG00000255503		
chr11	83185521	83187036	-	ENSG00000269939	PCF11 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52263]	PCF11-AS1
chr11	86192787	86193482	-	ENSG00000254699		
chr11	86703099	86714092	+	ENSG00000254731		
chr11	86727355	86765265	+	ENSG00000255250		
chr11	86833068	86837615	+	ENSG00000269895		
chr11	86955619	87000959	+	ENSG00000246523		
chr11	87718354	87719411	-	ENSG00000255183		
chr11	88050106	88062110	+	ENSG00000255516		
chr11	88061774	88098147	-	ENSG00000255102		
chr11	89546637	89589611	-	ENSG00000255429		
chr11	89753982	89754953	-	ENSG00000254971		
chr11	91158083	91167294	+	ENSG00000255187		
chr11	91794362	91812294	+	ENSG00000255332		
chr11	92914272	92915604	-	ENSG00000282916		
chr11	92915884	92931322	+	ENSG00000282940		
chr11	92965797	92966603	+	ENSG00000254874		
chr11	93240133	93241168	+	ENSG00000255233		
chr11	94238150	94279206	+	ENSG00000250519		
chr11	94638038	94640833	+	ENSG00000233536		
chr11	94641907	94651631	+	ENSG00000255666		
chr11	95482406	95497553	+	ENSG00000250390		
chr11	95698086	95700623	+	ENSG00000255605		
chr11	96447132	96506826	-	ENSG00000255679	JRKL antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43670]	JRKL-AS1
chr11	96508425	96514748	+	ENSG00000256684		
chr11	96590317	96713822	+	ENSG00000254587		
chr11	97222644	97259987	-	ENSG00000255039		
chr11	97878781	97942762	-	ENSG00000255502		
chr11	98676391	98683735	+	ENSG00000254599		
chr11	98938912	98945079	-	ENSG00000254830		
chr11	102107886	102109842	+	ENSG00000260008		
chr11	102109827	102110457	-	ENSG00000277459		
chr11	102681310	102683913	+	ENSG00000281655		
chr11	103675994	103895271	-	ENSG00000254987		
chr11	104445868	104609321	-	ENSG00000256422		
chr11	105157927	105531697	-	ENSG00000254998		
chr11	106112459	106132116	-	ENSG00000254580		
chr11	107312132	107316271	-	ENSG00000261098		
chr11	108957718	108959797	+	ENSG00000203334		
chr11	109002465	109037967	-	ENSG00000255528		
chr11	109751442	109823847	-	ENSG00000254659		
chr11	110355130	110406400	+	ENSG00000254416		
chr11	111089870	111090368	-	ENSG00000271390		
chr11	111091932	111179641	-	ENSG00000271584		
chr11	111768668	111778350	-	ENSG00000254990		
chr11	112270749	112362534	+	ENSG00000250303		
chr11	112393118	112621729	+	ENSG00000254968		
chr11	112534220	112555802	-	ENSG00000255484		
chr11	112787304	112795854	+	ENSG00000254626		
chr11	115333577	115340262	+	ENSG00000256972		
chr11	115363629	115377931	+	ENSG00000255580		
chr11	115532322	115532953	-	ENSG00000256281		
chr11	115582297	115600339	+	ENSG00000255689		
chr11	115628065	115629743	+	ENSG00000255599		
chr11	115638563	115646962	+	ENSG00000260254		
chr11	115659658	115843146	+	ENSG00000256717		
chr11	115754248	115760627	-	ENSG00000246100	long intergenic non-protein coding RNA 900 [Source:HGNC Symbol;Acc:HGNC:27444]	LINC00900
chr11	115932774	115942995	+	ENSG00000257067		
chr11	116496899	116500630	-	ENSG00000236437	long intergenic non-protein coding RNA 2151 [Source:HGNC Symbol;Acc:HGNC:53013]	LINC02151
chr11	116639422	116658252	+	ENSG00000237937		
chr11	117668483	117668858	+	ENSG00000270403		
chr11	118433121	118435206	-	ENSG00000255384		
chr11	118791254	118793137	+	ENSG00000278376		
chr11	118994824	118998004	-	ENSG00000255121		
chr11	119065263	119065677	-	ENSG00000271751		
chr11	119709920	119713925	+	ENSG00000255247		
chr11	119987954	119995037	-	ENSG00000254863		
chr11	120008604	120012158	-	ENSG00000255216		
chr11	122294938	122301763	-	ENSG00000255015		
chr11	123313674	123314770	-	ENSG00000254823		
chr11	123668499	123671637	+	ENSG00000254467		
chr11	125132847	125139587	-	ENSG00000255475		
chr11	125158461	125164609	-	ENSG00000254880	PKNOX2 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:50690]	PKNOX2-AS1
chr11	125873031	125874528	-	ENSG00000260209		
chr11	125940496	125941193	-	ENSG00000254790		
chr11	126100505	126102413	-	ENSG00000261257		
chr11	126160714	126176035	+	ENSG00000254833		
chr11	126920188	126940659	-	ENSG00000254938		
chr11	127021754	127053553	+	ENSG00000255546		
chr11	127067002	127101320	+	ENSG00000255087		
chr11	127119326	127139735	+	ENSG00000272981		
chr11	127190769	127223449	+	ENSG00000272642		
chr11	127271029	127337033	+	ENSG00000273409		
chr11	128180427	128183554	+	ENSG00000273415		
chr11	128208829	128241441	+	ENSG00000272575	long intergenic non-protein coding RNA 2098 [Source:HGNC Symbol;Acc:HGNC:52950]	LINC02098
chr11	128614340	128615236	-	ENSG00000270160		
chr11	128615867	128621806	-	ENSG00000255465		
chr11	129591493	129612110	+	ENSG00000281386		
chr11	129612116	129617269	-	ENSG00000281097	long intergenic non-protein coding RNA 1395 [Source:HGNC Symbol;Acc:HGNC:50674]	LINC01395
chr11	130002938	130004356	+	ENSG00000233220	long intergenic non-protein coding RNA 167 [Source:HGNC Symbol;Acc:HGNC:30468]	LINC00167
chr11	130314993	130403657	+	ENSG00000175773		
chr11	130672956	130717352	+	ENSG00000175728	chromosome 11 open reading frame 44 [Source:HGNC Symbol;Acc:HGNC:26805]	C11orf44
chr11	130844191	130865561	-	ENSG00000254842		
chr11	130866254	130870247	-	ENSG00000255455		
chr11	131187022	131189753	+	ENSG00000236129		
chr11	131204999	131215163	+	ENSG00000227125		
chr11	131234538	131251816	+	ENSG00000237612		
chr11	131253422	131350917	+	ENSG00000231698		
chr11	131662131	131663583	-	ENSG00000224795	NTM antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:32293]	NTM-AS1
chr11	133783671	133810376	-	ENSG00000255258		
chr11	134026987	134028118	+	ENSG00000255406		
chr11	134032272	134046849	+	ENSG00000204241		
chr11	134035832	134037107	-	ENSG00000254648		
chr11	134563396	134573056	+	ENSG00000254573		
chr11	134671426	134672024	-	ENSG00000254989		
chr11	134714542	134715922	+	ENSG00000255344		
chr11	134735596	134763810	+	ENSG00000251226		
chr11	134950708	134951568	+	ENSG00000255327		
chr11	135061781	135075899	-	ENSG00000255512		
chr12	36602	38133	-	ENSG00000249054	family with sequence similarity 138 member D [Source:HGNC Symbol;Acc:HGNC:33583]	FAM138D
chr12	166856	182399	-	ENSG00000256540		
chr12	674801	684127	-	ENSG00000256672		
chr12	1500525	1507318	-	ENSG00000249628	long intergenic non-protein coding RNA 942 [Source:HGNC Symbol;Acc:HGNC:48636]	LINC00942
chr12	1929202	1936574	-	ENSG00000235049	long intergenic non-protein coding RNA 940 [Source:HGNC Symbol;Acc:HGNC:48634]	LINC00940
chr12	2740093	2742855	+	ENSG00000274659		
chr12	3041437	3044950	+	ENSG00000250899		
chr12	3318718	3325343	+	ENSG00000236908		
chr12	3367833	3371346	+	ENSG00000257048		
chr12	4020977	4026658	+	ENSG00000256969		
chr12	4700417	4720102	-	ENSG00000255474		
chr12	4806542	4808641	-	ENSG00000256988		
chr12	4960113	4963450	+	ENSG00000284513		
chr12	5233997	5243151	-	ENSG00000256115		
chr12	5290480	5383653	+	ENSG00000256417		
chr12	5315961	5319347	+	ENSG00000256146		
chr12	5366048	5367774	-	ENSG00000256218		
chr12	5388589	5406651	+	ENSG00000255983		
chr12	6155035	6160719	-	ENSG00000255775		
chr12	6393905	6396148	+	ENSG00000256433		
chr12	6742985	6743641	+	ENSG00000269892		
chr12	6899752	6900212	+	ENSG00000275703		
chr12	6963246	6964447	+	ENSG00000257084		
chr12	7115736	7116486	-	ENSG00000276144		
chr12	8014093	8019007	-	ENSG00000282080		
chr12	8205984	8207397	+	ENSG00000276417		
chr12	8217758	8221115	+	ENSG00000275367		
chr12	8235415	8242564	+	ENSG00000215241		
chr12	8295986	8396803	-	ENSG00000226091	long intergenic non-protein coding RNA 937 [Source:HGNC Symbol;Acc:HGNC:48629]	LINC00937
chr12	8321876	8329614	+	ENSG00000256101		
chr12	8548361	8567613	-	ENSG00000255801		
chr12	8788257	8795789	+	ENSG00000249790		
chr12	9240003	9243052	+	ENSG00000237248	long intergenic non-protein coding RNA 987 [Source:HGNC Symbol;Acc:HGNC:48911]	LINC00987
chr12	9246497	9257960	+	ENSG00000256427		
chr12	9367464	9397617	+	ENSG00000260423		
chr12	9704077	9709350	+	ENSG00000256582		
chr12	9936579	9943495	-	ENSG00000225231		
chr12	9948137	9953336	-	ENSG00000231560		
chr12	10332861	10338292	-	ENSG00000256288		
chr12	10358464	10361045	-	ENSG00000256155		
chr12	10553363	10558049	+	ENSG00000256039		
chr12	10750234	10777444	+	ENSG00000256888		
chr12	11212219	11251389	+	ENSG00000275119		
chr12	11541395	11555838	-	ENSG00000256237		
chr12	11548030	11590369	+	ENSG00000247157	long intergenic non-protein coding RNA 1252 [Source:HGNC Symbol;Acc:HGNC:27888]	LINC01252
chr12	12355406	12357067	-	ENSG00000205791	loss of heterozygosity, 12, chromosomal region 2 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:26524]	LOH12CR2
chr12	12485353	12491581	+	ENSG00000255670		
chr12	12648939	12649713	+	ENSG00000275963		
chr12	12668982	12685075	+	ENSG00000257004		
chr12	13000451	13040679	+	ENSG00000255621		
chr12	13371089	13387167	-	ENSG00000180861	long intergenic non-protein coding RNA 1559 [Source:HGNC Symbol;Acc:HGNC:26598]	LINC01559
chr12	13540231	13544540	+	ENSG00000277935		
chr12	14216590	14221297	+	ENSG00000256084		
chr12	15001833	15006683	+	ENSG00000255727	long intergenic non-protein coding RNA 1489 [Source:HGNC Symbol;Acc:HGNC:51145]	LINC01489
chr12	15151923	15155283	+	ENSG00000255660	RERG antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39990]	RERG-AS1
chr12	15780068	15782120	+	ENSG00000255565		
chr12	15813493	15828274	-	ENSG00000256953		
chr12	16661766	16788375	+	ENSG00000283240		
chr12	16693800	16695977	+	ENSG00000255871		
chr12	17509353	17589992	-	ENSG00000256994		
chr12	17589257	17615463	+	ENSG00000256389		
chr12	19775451	20009937	+	ENSG00000255910		
chr12	20014780	20098868	+	ENSG00000256287		
chr12	20120980	20129813	-	ENSG00000256499		
chr12	22395088	22398075	-	ENSG00000256714		
chr12	22460519	22463914	-	ENSG00000256973		
chr12	22601425	22618867	+	ENSG00000250166		
chr12	22699859	23174125	+	ENSG00000256995		
chr12	22742582	22743091	+	ENSG00000256923		
chr12	23099368	23191587	+	ENSG00000256321		
chr12	23181334	23251499	-	ENSG00000115934		
chr12	24213256	24562590	-	ENSG00000255864		
chr12	24223271	24237965	+	ENSG00000256120		
chr12	24566964	24584168	-	ENSG00000197503	long intergenic non-protein coding RNA 477 [Source:HGNC Symbol;Acc:HGNC:26557]	LINC00477
chr12	24704565	24774213	+	ENSG00000255745		
chr12	24993424	25006403	-	ENSG00000226397	chromosome 12 open reading frame 77 [Source:HGNC Symbol;Acc:HGNC:27282]	C12orf77
chr12	25385670	25386241	-	ENSG00000278743		
chr12	25782706	25814171	-	ENSG00000256686		
chr12	25831416	25834182	-	ENSG00000256440		
chr12	25882955	25885855	-	ENSG00000256256		
chr12	26315715	26317813	+	ENSG00000255858		
chr12	27037100	27038960	+	ENSG00000275764		
chr12	27105151	27161393	-	ENSG00000256226		
chr12	27547050	27552773	-	ENSG00000248100		
chr12	27704568	27708365	+	ENSG00000256504		
chr12	28821975	28825831	-	ENSG00000256513		
chr12	29143196	29148675	-	ENSG00000257258		
chr12	30200983	30217916	+	ENSG00000257262		
chr12	30230779	30296707	-	ENSG00000257756		
chr12	30320834	30321617	+	ENSG00000257932		
chr12	30755074	30780739	+	ENSG00000246331		
chr12	30795681	30802711	+	ENSG00000235884	long intergenic non-protein coding RNA 941 [Source:HGNC Symbol;Acc:HGNC:48635]	LINC00941
chr12	31363481	31369301	-	ENSG00000256232		
chr12	31877079	31887203	-	ENSG00000255760		
chr12	32000375	32001222	+	ENSG00000276136		
chr12	32988763	32993754	+	ENSG00000257435		
chr12	34037438	34056740	+	ENSG00000256538		
chr12	34149839	34162238	+	ENSG00000255628		
chr12	34191279	34218853	-	ENSG00000255652		
chr12	38544177	38589812	-	ENSG00000258119		
chr12	39087713	39092874	-	ENSG00000258144		
chr12	40140926	40142876	-	ENSG00000260943		
chr12	40156239	40167707	+	ENSG00000223914		
chr12	41764189	41765581	+	ENSG00000257784		
chr12	41829898	41932592	-	ENSG00000257239		
chr12	42615503	42646498	-	ENSG00000257510		
chr12	42646583	42686701	+	ENSG00000257164		
chr12	42692216	42717119	+	ENSG00000257114		
chr12	42966122	42967353	+	ENSG00000257849		
chr12	42979254	42996486	-	ENSG00000257373		
chr12	43155315	43163110	+	ENSG00000258331		
chr12	44498616	44499158	-	ENSG00000275286		
chr12	45481871	45610620	-	ENSG00000257657		
chr12	45718046	45727775	-	ENSG00000273015		
chr12	46383679	46876159	+	ENSG00000257261		
chr12	46384233	46386991	-	ENSG00000257496		
chr12	46388856	46392126	+	ENSG00000275481		
chr12	46537502	46652550	+	ENSG00000272369		
chr12	46970504	46972155	+	ENSG00000274723		
chr12	47248124	47257539	+	ENSG00000258181		
chr12	47265665	47266108	+	ENSG00000276454		
chr12	47353754	47369935	+	ENSG00000257924		
chr12	47415008	47420179	+	ENSG00000257906	long intergenic non-protein coding RNA 2156 [Source:HGNC Symbol;Acc:HGNC:53017]	LINC02156
chr12	47731908	47732351	+	ENSG00000274902		
chr12	47826854	47837898	+	ENSG00000257488		
chr12	47905122	47906865	+	ENSG00000278385		
chr12	48005277	48011227	-	ENSG00000258203		
chr12	48019771	48025382	-	ENSG00000257955		
chr12	48039784	48040761	-	ENSG00000276814		
chr12	48198387	48202031	+	ENSG00000269514		
chr12	48231098	48284210	-	ENSG00000258234		
chr12	48327942	48328472	-	ENSG00000275228		
chr12	48360920	48361377	+	ENSG00000273765		
chr12	48789147	48790535	+	ENSG00000257660		
chr12	49861207	49865802	+	ENSG00000257253		
chr12	49908882	49911863	-	ENSG00000258135		
chr12	49911953	49930320	+	ENSG00000257771		
chr12	50934942	50935464	-	ENSG00000274156		
chr12	51809705	51810600	-	ENSG00000260122		
chr12	51815043	51842106	+	ENSG00000260473		
chr12	51817899	51820150	+	ENSG00000261586		
chr12	51848223	51852729	+	ENSG00000259887		
chr12	52058459	52059503	-	ENSG00000259884		
chr12	52092485	52104297	-	ENSG00000257989		
chr12	52164115	52223804	+	ENSG00000258279	long intergenic non-protein coding RNA 592 [Source:HGNC Symbol;Acc:HGNC:27474]	LINC00592
chr12	52205556	52213583	-	ENSG00000257137	chromosome 12 open reading frame 80 [Source:HGNC Symbol;Acc:HGNC:27473]	C12orf80
chr12	53159586	53161000	+	ENSG00000257808		
chr12	53750447	53757034	-	ENSG00000260492	chondrogenesis-associated transcript [Source:HGNC Symbol;Acc:HGNC:49426]	CISTR
chr12	53754358	53762104	+	ENSG00000260030		
chr12	54019910	54022589	+	ENSG00000260597		
chr12	54058254	54122234	+	ENSG00000248265	uncharacterized LOC440101 [Source:EntrezGene;Acc:440101]	
chr12	54082118	54102693	+	ENSG00000249388		
chr12	54085132	54125992	-	ENSG00000250432	long intergenic non-protein coding RNA 1598 [Source:EntrezGene;Acc:105379478]	
chr12	54126098	54142493	+	ENSG00000250742		
chr12	54142591	54147485	+	ENSG00000283073		
chr12	54145069	54147225	-	ENSG00000260470		
chr12	54162065	54164452	-	ENSG00000257534		
chr12	54428303	54429403	+	ENSG00000257477	long intergenic non-protein coding RNA 1154 [Source:HGNC Symbol;Acc:HGNC:49504]	LINC01154
chr12	54682973	54687434	+	ENSG00000257634		
chr12	55009746	55014247	+	ENSG00000257870		
chr12	56411944	56413190	-	ENSG00000276272		
chr12	57431116	57433935	+	ENSG00000258001		
chr12	57803838	57804415	+	ENSG00000270039		
chr12	57814494	57814926	+	ENSG00000269903		
chr12	57869835	57896482	-	ENSG00000245651		
chr12	57931528	57936175	-	ENSG00000257698		
chr12	58087892	58093362	+	ENSG00000257541		
chr12	58544124	58813060	+	ENSG00000258231		
chr12	58565960	58781747	-	ENSG00000257259		
chr12	59366218	59411171	-	ENSG00000258214		
chr12	59523278	59524184	-	ENSG00000257230		
chr12	60092864	60096071	+	ENSG00000257294		
chr12	62601751	62603690	-	ENSG00000221949	long intergenic non-protein coding RNA 1465 [Source:HGNC Symbol;Acc:HGNC:26364]	LINC01465
chr12	62602752	62622213	+	ENSG00000257354		
chr12	62603909	62604399	+	ENSG00000275180		
chr12	63004338	63006541	-	ENSG00000257235		
chr12	63292625	63360037	-	ENSG00000258117		
chr12	64883394	64977522	+	ENSG00000255693		
chr12	64920845	64982524	-	ENSG00000248995		
chr12	65466820	65642372	-	ENSG00000250748		
chr12	65559591	65560889	+	ENSG00000255866		
chr12	65602869	65612997	+	ENSG00000256268		
